folder,n_pytorch_modeling,pytorch_modeling_files,n_modular,modular_files,n_tokenization,n_processing,n_image_processing,n_feature_extraction,has_pt_modeling,has_modular,has_exact_pt_modeling,is_modular_only,is_no_modeling,all_modeling_variants
pix2struct,1,modeling_pix2struct.py,0,,0,1,2,0,True,False,True,False,False,modeling_pix2struct.py
pixio,1,modeling_pixio.py,1,modular_pixio.py,0,0,0,0,True,True,True,False,False,modeling_pixio.py
pixtral,1,modeling_pixtral.py,0,,0,1,2,0,True,False,True,False,False,modeling_pixtral.py
plbart,1,modeling_plbart.py,1,modular_plbart.py,1,0,0,0,True,True,True,False,False,modeling_plbart.py
poolformer,1,modeling_poolformer.py,0,,0,0,2,0,True,False,True,False,False,modeling_poolformer.py
pop2piano,1,modeling_pop2piano.py,0,,1,1,0,1,True,False,True,False,False,modeling_pop2piano.py
pp_chart2table,0,,1,modular_pp_chart2table.py,0,1,2,0,False,True,False,True,False,
pp_doclayout_v2,1,modeling_pp_doclayout_v2.py,1,modular_pp_doclayout_v2.py,0,0,1,0,True,True,True,False,False,modeling_pp_doclayout_v2.py
pp_doclayout_v3,1,modeling_pp_doclayout_v3.py,1,modular_pp_doclayout_v3.py,0,0,1,0,True,True,True,False,False,modeling_pp_doclayout_v3.py
pp_formulanet,1,modeling_pp_formulanet.py,1,modular_pp_formulanet.py,0,1,1,0,True,True,True,False,False,modeling_pp_formulanet.py
pp_lcnet,1,modeling_pp_lcnet.py,1,modular_pp_lcnet.py,0,0,1,0,True,True,True,False,False,modeling_pp_lcnet.py
pp_lcnet_v3,1,modeling_pp_lcnet_v3.py,1,modular_pp_lcnet_v3.py,0,0,0,0,True,True,True,False,False,modeling_pp_lcnet_v3.py
pp_ocrv5_mobile_det,1,modeling_pp_ocrv5_mobile_det.py,1,modular_pp_ocrv5_mobile_det.py,0,0,0,0,True,True,True,False,False,modeling_pp_ocrv5_mobile_det.py
pp_ocrv5_mobile_rec,1,modeling_pp_ocrv5_mobile_rec.py,1,modular_pp_ocrv5_mobile_rec.py,0,0,0,0,True,True,True,False,False,modeling_pp_ocrv5_mobile_rec.py
pp_ocrv5_server_det,1,modeling_pp_ocrv5_server_det.py,1,modular_pp_ocrv5_server_det.py,0,0,1,0,True,True,True,False,False,modeling_pp_ocrv5_server_det.py
pp_ocrv5_server_rec,1,modeling_pp_ocrv5_server_rec.py,1,modular_pp_ocrv5_server_rec.py,0,0,1,0,True,True,True,False,False,modeling_pp_ocrv5_server_rec.py
prompt_depth_anything,1,modeling_prompt_depth_anything.py,1,modular_prompt_depth_anything.py,0,0,2,0,True,True,True,False,False,modeling_prompt_depth_anything.py
prophetnet,1,modeling_prophetnet.py,0,,1,0,0,0,True,False,True,False,False,modeling_prophetnet.py
pvt,1,modeling_pvt.py,0,,0,0,2,0,True,False,True,False,False,modeling_pvt.py
pvt_v2,1,modeling_pvt_v2.py,0,,0,0,0,0,True,False,True,False,False,modeling_pvt_v2.py
qianfan_ocr,1,modeling_qianfan_ocr.py,1,modular_qianfan_ocr.py,0,1,0,0,True,True,True,False,False,modeling_qianfan_ocr.py
qwen2,1,modeling_qwen2.py,1,modular_qwen2.py,1,0,0,0,True,True,True,False,False,modeling_qwen2.py
qwen2_5_omni,1,modeling_qwen2_5_omni.py,1,modular_qwen2_5_omni.py,0,1,0,0,True,True,True,False,False,modeling_qwen2_5_omni.py
qwen2_5_vl,1,modeling_qwen2_5_vl.py,1,modular_qwen2_5_vl.py,0,1,0,0,True,True,True,False,False,modeling_qwen2_5_vl.py
qwen2_audio,1,modeling_qwen2_audio.py,0,,0,1,0,0,True,False,True,False,False,modeling_qwen2_audio.py
qwen2_moe,1,modeling_qwen2_moe.py,1,modular_qwen2_moe.py,0,0,0,0,True,True,True,False,False,modeling_qwen2_moe.py
qwen2_vl,1,modeling_qwen2_vl.py,0,,0,1,2,0,True,False,True,False,False,modeling_qwen2_vl.py
qwen3,1,modeling_qwen3.py,1,modular_qwen3.py,0,0,0,0,True,True,True,False,False,modeling_qwen3.py
qwen3_5,1,modeling_qwen3_5.py,1,modular_qwen3_5.py,1,0,0,0,True,True,True,False,False,modeling_qwen3_5.py
qwen3_5_moe,1,modeling_qwen3_5_moe.py,1,modular_qwen3_5_moe.py,0,0,0,0,True,True,True,False,False,modeling_qwen3_5_moe.py
qwen3_moe,1,modeling_qwen3_moe.py,1,modular_qwen3_moe.py,0,0,0,0,True,True,True,False,False,modeling_qwen3_moe.py
qwen3_next,1,modeling_qwen3_next.py,1,modular_qwen3_next.py,0,0,0,0,True,True,True,False,False,modeling_qwen3_next.py
qwen3_omni_moe,1,modeling_qwen3_omni_moe.py,1,modular_qwen3_omni_moe.py,0,1,0,0,True,True,True,False,False,modeling_qwen3_omni_moe.py
qwen3_vl,1,modeling_qwen3_vl.py,1,modular_qwen3_vl.py,0,1,0,0,True,True,True,False,False,modeling_qwen3_vl.py
qwen3_vl_moe,1,modeling_qwen3_vl_moe.py,1,modular_qwen3_vl_moe.py,0,0,0,0,True,True,True,False,False,modeling_qwen3_vl_moe.py
rag,1,modeling_rag.py,0,,1,0,0,0,True,False,True,False,False,modeling_rag.py
recurrent_gemma,1,modeling_recurrent_gemma.py,0,,0,0,0,0,True,False,True,False,False,modeling_recurrent_gemma.py
reformer,1,modeling_reformer.py,0,,1,0,0,0,True,False,True,False,False,modeling_reformer.py
regnet,1,modeling_regnet.py,0,,0,0,0,0,True,False,True,False,False,modeling_regnet.py
rembert,1,modeling_rembert.py,0,,1,0,0,0,True,False,True,False,False,modeling_rembert.py
resnet,1,modeling_resnet.py,0,,0,0,0,0,True,False,True,False,False,modeling_resnet.py
roberta,1,modeling_roberta.py,1,modular_roberta.py,2,0,0,0,True,True,True,False,False,modeling_roberta.py
roberta_prelayernorm,1,modeling_roberta_prelayernorm.py,0,,0,0,0,0,True,False,True,False,False,modeling_roberta_prelayernorm.py
roc_bert,1,modeling_roc_bert.py,0,,1,0,0,0,True,False,True,False,False,modeling_roc_bert.py
roformer,1,modeling_roformer.py,0,,2,0,0,0,True,False,True,False,False,modeling_roformer.py
rt_detr,2,modeling_rt_detr.py;modeling_rt_detr_resnet.py,1,modular_rt_detr.py,0,0,2,0,True,True,True,False,False,modeling_rt_detr.py;modeling_rt_detr_resnet.py
rt_detr_v2,1,modeling_rt_detr_v2.py,1,modular_rt_detr_v2.py,0,0,0,0,True,True,True,False,False,modeling_rt_detr_v2.py
rwkv,1,modeling_rwkv.py,0,,0,0,0,0,True,False,True,False,False,modeling_rwkv.py
sam,1,modeling_sam.py,0,,0,1,2,0,True,False,True,False,False,modeling_sam.py
sam2,1,modeling_sam2.py,1,modular_sam2.py,0,1,1,0,True,True,True,False,False,modeling_sam2.py
sam2_video,1,modeling_sam2_video.py,1,modular_sam2_video.py,0,1,0,0,True,True,True,False,False,modeling_sam2_video.py
sam3,1,modeling_sam3.py,1,modular_sam3.py,0,1,1,0,True,True,True,False,False,modeling_sam3.py
sam3_lite_text,1,modeling_sam3_lite_text.py,1,modular_sam3_lite_text.py,0,0,0,0,True,True,True,False,False,modeling_sam3_lite_text.py
sam3_tracker,1,modeling_sam3_tracker.py,1,modular_sam3_tracker.py,0,1,0,0,True,True,True,False,False,modeling_sam3_tracker.py
sam3_tracker_video,1,modeling_sam3_tracker_video.py,1,modular_sam3_tracker_video.py,0,1,0,0,True,True,True,False,False,modeling_sam3_tracker_video.py
sam3_video,1,modeling_sam3_video.py,0,,0,1,0,0,True,False,True,False,False,modeling_sam3_video.py
sam_hq,1,modeling_sam_hq.py,1,modular_sam_hq.py,0,1,0,0,True,True,True,False,False,modeling_sam_hq.py
seamless_m4t,1,modeling_seamless_m4t.py,0,,1,1,0,1,True,False,True,False,False,modeling_seamless_m4t.py
seamless_m4t_v2,1,modeling_seamless_m4t_v2.py,0,,0,0,0,0,True,False,True,False,False,modeling_seamless_m4t_v2.py
seed_oss,1,modeling_seed_oss.py,1,modular_seed_oss.py,0,0,0,0,True,True,True,False,False,modeling_seed_oss.py
segformer,1,modeling_segformer.py,1,modular_segformer.py,0,0,2,0,True,True,True,False,False,modeling_segformer.py
seggpt,1,modeling_seggpt.py,0,,0,0,2,0,True,False,True,False,False,modeling_seggpt.py
sew,1,modeling_sew.py,1,modular_sew.py,0,0,0,0,True,True,True,False,False,modeling_sew.py
sew_d,1,modeling_sew_d.py,0,,0,0,0,0,True,False,True,False,False,modeling_sew_d.py
shieldgemma2,1,modeling_shieldgemma2.py,0,,0,1,0,0,True,False,True,False,False,modeling_shieldgemma2.py
siglip,1,modeling_siglip.py,0,,1,1,2,0,True,False,True,False,False,modeling_siglip.py
siglip2,1,modeling_siglip2.py,1,modular_siglip2.py,1,1,2,0,True,True,True,False,False,modeling_siglip2.py
slanet,1,modeling_slanet.py,1,modular_slanet.py,0,0,0,0,True,True,True,False,False,modeling_slanet.py
slanext,1,modeling_slanext.py,1,modular_slanext.py,0,0,1,0,True,True,True,False,False,modeling_slanext.py
smollm3,1,modeling_smollm3.py,1,modular_smollm3.py,0,0,0,0,True,True,True,False,False,modeling_smollm3.py
smolvlm,1,modeling_smolvlm.py,1,modular_smolvlm.py,0,1,2,0,True,True,True,False,False,modeling_smolvlm.py
solar_open,1,modeling_solar_open.py,1,modular_solar_open.py,0,0,0,0,True,True,True,False,False,modeling_solar_open.py
speech_encoder_decoder,1,modeling_speech_encoder_decoder.py,0,,0,0,0,0,True,False,True,False,False,modeling_speech_encoder_decoder.py
speech_to_text,1,modeling_speech_to_text.py,0,,1,1,0,1,True,False,True,False,False,modeling_speech_to_text.py
speecht5,1,modeling_speecht5.py,0,,1,1,0,1,True,False,True,False,False,modeling_speecht5.py
splinter,1,modeling_splinter.py,0,,1,0,0,0,True,False,True,False,False,modeling_splinter.py
squeezebert,1,modeling_squeezebert.py,0,,1,0,0,0,True,False,True,False,False,modeling_squeezebert.py
stablelm,1,modeling_stablelm.py,0,,0,0,0,0,True,False,True,False,False,modeling_stablelm.py
starcoder2,1,modeling_starcoder2.py,1,modular_starcoder2.py,0,0,0,0,True,True,True,False,False,modeling_starcoder2.py
superglue,1,modeling_superglue.py,0,,0,0,2,0,True,False,True,False,False,modeling_superglue.py
superpoint,1,modeling_superpoint.py,0,,0,0,2,0,True,False,True,False,False,modeling_superpoint.py
swiftformer,1,modeling_swiftformer.py,0,,0,0,0,0,True,False,True,False,False,modeling_swiftformer.py
swin,1,modeling_swin.py,0,,0,0,0,0,True,False,True,False,False,modeling_swin.py
swin2sr,1,modeling_swin2sr.py,0,,0,0,2,0,True,False,True,False,False,modeling_swin2sr.py
swinv2,1,modeling_swinv2.py,0,,0,0,0,0,True,False,True,False,False,modeling_swinv2.py
switch_transformers,1,modeling_switch_transformers.py,1,modular_switch_transformers.py,0,0,0,0,True,True,True,False,False,modeling_switch_transformers.py
t5,1,modeling_t5.py,0,,1,0,0,0,True,False,True,False,False,modeling_t5.py
t5gemma,1,modeling_t5gemma.py,1,modular_t5gemma.py,0,0,0,0,True,True,True,False,False,modeling_t5gemma.py
t5gemma2,1,modeling_t5gemma2.py,1,modular_t5gemma2.py,0,0,0,0,True,True,True,False,False,modeling_t5gemma2.py
table_transformer,1,modeling_table_transformer.py,0,,0,0,0,0,True,False,True,False,False,modeling_table_transformer.py
tapas,1,modeling_tapas.py,0,,1,0,0,0,True,False,True,False,False,modeling_tapas.py
textnet,1,modeling_textnet.py,0,,0,0,2,0,True,False,True,False,False,modeling_textnet.py
time_series_transformer,1,modeling_time_series_transformer.py,0,,0,0,0,0,True,False,True,False,False,modeling_time_series_transformer.py
timesfm,1,modeling_timesfm.py,1,modular_timesfm.py,0,0,0,0,True,True,True,False,False,modeling_timesfm.py
timesfm2_5,1,modeling_timesfm2_5.py,1,modular_timesfm2_5.py,0,0,0,0,True,True,True,False,False,modeling_timesfm2_5.py
timesformer,1,modeling_timesformer.py,0,,0,0,0,0,True,False,True,False,False,modeling_timesformer.py
timm_backbone,1,modeling_timm_backbone.py,0,,0,0,0,0,True,False,True,False,False,modeling_timm_backbone.py
timm_wrapper,1,modeling_timm_wrapper.py,0,,0,0,1,0,True,False,True,False,False,modeling_timm_wrapper.py
trocr,1,modeling_trocr.py,0,,0,1,0,0,True,False,True,False,False,modeling_trocr.py
tvp,1,modeling_tvp.py,0,,0,1,2,0,True,False,True,False,False,modeling_tvp.py
udop,1,modeling_udop.py,0,,1,1,0,0,True,False,True,False,False,modeling_udop.py
umt5,1,modeling_umt5.py,0,,0,0,0,0,True,False,True,False,False,modeling_umt5.py
unispeech,1,modeling_unispeech.py,1,modular_unispeech.py,0,0,0,0,True,True,True,False,False,modeling_unispeech.py
unispeech_sat,1,modeling_unispeech_sat.py,1,modular_unispeech_sat.py,0,0,0,0,True,True,True,False,False,modeling_unispeech_sat.py
univnet,1,modeling_univnet.py,0,,0,0,0,1,True,False,True,False,False,modeling_univnet.py
upernet,1,modeling_upernet.py,0,,0,0,0,0,True,False,True,False,False,modeling_upernet.py
uvdoc,1,modeling_uvdoc.py,1,modular_uvdoc.py,0,0,1,0,True,True,True,False,False,modeling_uvdoc.py
vaultgemma,1,modeling_vaultgemma.py,1,modular_vaultgemma.py,0,0,0,0,True,True,True,False,False,modeling_vaultgemma.py
vibevoice_acoustic_tokenizer,1,modeling_vibevoice_acoustic_tokenizer.py,1,modular_vibevoice_acoustic_tokenizer.py,0,0,0,1,True,True,True,False,False,modeling_vibevoice_acoustic_tokenizer.py
vibevoice_asr,1,modeling_vibevoice_asr.py,1,modular_vibevoice_asr.py,0,1,0,0,True,True,True,False,False,modeling_vibevoice_asr.py
video_llama_3,1,modeling_video_llama_3.py,1,modular_video_llama_3.py,0,1,2,0,True,True,True,False,False,modeling_video_llama_3.py
video_llava,1,modeling_video_llava.py,0,,0,1,1,0,True,False,True,False,False,modeling_video_llava.py
videomae,1,modeling_videomae.py,0,,0,0,2,0,True,False,True,False,False,modeling_videomae.py
videomt,1,modeling_videomt.py,1,modular_videomt.py,0,0,0,0,True,True,True,False,False,modeling_videomt.py
vilt,1,modeling_vilt.py,0,,0,1,2,0,True,False,True,False,False,modeling_vilt.py
vipllava,1,modeling_vipllava.py,1,modular_vipllava.py,0,0,0,0,True,True,True,False,False,modeling_vipllava.py
vision_encoder_decoder,1,modeling_vision_encoder_decoder.py,0,,0,0,0,0,True,False,True,False,False,modeling_vision_encoder_decoder.py
vision_text_dual_encoder,1,modeling_vision_text_dual_encoder.py,0,,0,1,0,0,True,False,True,False,False,modeling_vision_text_dual_encoder.py
visual_bert,1,modeling_visual_bert.py,0,,0,0,0,0,True,False,True,False,False,modeling_visual_bert.py
vit,1,modeling_vit.py,0,,0,0,2,0,True,False,True,False,False,modeling_vit.py
vit_mae,1,modeling_vit_mae.py,0,,0,0,0,0,True,False,True,False,False,modeling_vit_mae.py
vit_msn,1,modeling_vit_msn.py,0,,0,0,0,0,True,False,True,False,False,modeling_vit_msn.py
vitdet,1,modeling_vitdet.py,0,,0,0,0,0,True,False,True,False,False,modeling_vitdet.py
vitmatte,1,modeling_vitmatte.py,0,,0,0,2,0,True,False,True,False,False,modeling_vitmatte.py
vitpose,1,modeling_vitpose.py,0,,0,0,2,0,True,False,True,False,False,modeling_vitpose.py
vitpose_backbone,1,modeling_vitpose_backbone.py,0,,0,0,0,0,True,False,True,False,False,modeling_vitpose_backbone.py
vits,1,modeling_vits.py,0,,1,0,0,0,True,False,True,False,False,modeling_vits.py
vivit,1,modeling_vivit.py,0,,0,0,1,0,True,False,True,False,False,modeling_vivit.py
vjepa2,1,modeling_vjepa2.py,0,,0,0,0,0,True,False,True,False,False,modeling_vjepa2.py
voxtral,1,modeling_voxtral.py,1,modular_voxtral.py,0,1,0,0,True,True,True,False,False,modeling_voxtral.py
voxtral_realtime,1,modeling_voxtral_realtime.py,1,modular_voxtral_realtime.py,0,1,0,1,True,True,True,False,False,modeling_voxtral_realtime.py
wav2vec2,1,modeling_wav2vec2.py,0,,1,1,0,1,True,False,True,False,False,modeling_wav2vec2.py
wav2vec2_bert,1,modeling_wav2vec2_bert.py,1,modular_wav2vec2_bert.py,0,1,0,0,True,True,True,False,False,modeling_wav2vec2_bert.py
wav2vec2_conformer,1,modeling_wav2vec2_conformer.py,1,modular_wav2vec2_conformer.py,0,0,0,0,True,True,True,False,False,modeling_wav2vec2_conformer.py
wav2vec2_phoneme,0,,0,,1,0,0,0,False,False,False,False,True,
wav2vec2_with_lm,0,,0,,0,1,0,0,False,False,False,False,True,
wavlm,1,modeling_wavlm.py,1,modular_wavlm.py,0,0,0,0,True,True,True,False,False,modeling_wavlm.py
whisper,1,modeling_whisper.py,0,,1,1,0,1,True,False,True,False,False,modeling_whisper.py
x_clip,1,modeling_x_clip.py,1,modular_x_clip.py,0,1,0,0,True,True,True,False,False,modeling_x_clip.py
xcodec,1,modeling_xcodec.py,0,,0,0,0,0,True,False,True,False,False,modeling_xcodec.py
xglm,1,modeling_xglm.py,0,,1,0,0,0,True,False,True,False,False,modeling_xglm.py
xlm,1,modeling_xlm.py,0,,1,0,0,0,True,False,True,False,False,modeling_xlm.py
xlm_roberta,1,modeling_xlm_roberta.py,1,modular_xlm_roberta.py,1,0,0,0,True,True,True,False,False,modeling_xlm_roberta.py
xlm_roberta_xl,1,modeling_xlm_roberta_xl.py,1,modular_xlm_roberta_xl.py,0,0,0,0,True,True,True,False,False,modeling_xlm_roberta_xl.py
xlnet,1,modeling_xlnet.py,0,,1,0,0,0,True,False,True,False,False,modeling_xlnet.py
xlstm,1,modeling_xlstm.py,0,,0,0,0,0,True,False,True,False,False,modeling_xlstm.py
xmod,1,modeling_xmod.py,0,,0,0,0,0,True,False,True,False,False,modeling_xmod.py
yolos,1,modeling_yolos.py,1,modular_yolos.py,0,0,2,0,True,True,True,False,False,modeling_yolos.py
yoso,1,modeling_yoso.py,0,,0,0,0,0,True,False,True,False,False,modeling_yoso.py
youtu,1,modeling_youtu.py,1,modular_youtu.py,0,0,0,0,True,True,True,False,False,modeling_youtu.py
zamba,1,modeling_zamba.py,0,,0,0,0,0,True,False,True,False,False,modeling_zamba.py
zamba2,1,modeling_zamba2.py,1,modular_zamba2.py,0,0,0,0,True,True,True,False,False,modeling_zamba2.py
zoedepth,1,modeling_zoedepth.py,0,,0,0,2,0,True,False,True,False,False,modeling_zoedepth.py
