hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
seggpt,seggpt/modeling_seggpt.py,SegGptForImageSegmentation;SegGptModel;SegGptPreTrainedModel,vision,in-context segmentation transformer,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_seggpt.py:224;modeling_seggpt.py:403;modeling_seggpt.py:108,ViT-style encoder/decoder with einsum-based attention pooling; standard primitives.
sew,sew/modeling_sew.py,SEWForCTC;SEWForSequenceClassification;SEWModel;SEWPreTrainedModel,audio,wav2vec-style encoder,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;group_norm->tasks/baseline/L1/group_norm.py:GroupNorm;dropout->tasks/baseline/L1/dropout.py:Dropout;pad->tasks/baseline/L1/tensor_ops.py:Pad,avg_pool_1d(no L1 avg_pool_1d (torch.nn fallback)),modeling_sew.py:175;modeling_sew.py:80;modeling_sew.py:52,Uses avg_pool_1d (no L1 kernel; torch.nn fallback). CTC loss is training-only.
sew_d,sew_d/modeling_sew_d.py,SEWDForCTC;SEWDForSequenceClassification;SEWDModel;SEWDPreTrainedModel,audio,wav2vec-style encoder (DeBERTa-style attention),partial,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;batch_matmul->tasks/baseline/L1/bmm.py:BatchMatMul;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;group_norm->tasks/baseline/L1/group_norm.py:GroupNorm;dropout->tasks/baseline/L1/dropout.py:Dropout,avg_pool_1d(no L1 avg_pool_1d (torch.nn fallback)),modeling_sew_d.py:373;modeling_sew_d.py:274;modeling_sew_d.py:245,Uses avg_pool_1d (no L1 kernel).
shieldgemma2,shieldgemma2/modeling_shieldgemma2.py,ShieldGemma2ForImageClassification,multimodal,wrapper (Gemma3 image-text classifier),composable,softmax->tasks/baseline/L1/softmax.py:Softmax,,modeling_shieldgemma2.py:123,Wraps AutoModelForImageTextToText.from_config; itself only does softmax over logits. Underlying Gemma3 model coverage applies.
siglip,siglip/modeling_siglip.py,SiglipForImageClassification;SiglipModel;SiglipPreTrainedModel;SiglipTextModel;SiglipVisionModel,multimodal,CLIP-like vision-text encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;log_sigmoid->tasks/baseline/L1/log_sigmoid.py:LogSigmoid;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate,,modeling_siglip.py:270;modeling_siglip.py:331;modeling_siglip.py:124,SigLIP uses sigmoid-loss CLIP; vision/text towers are standard ViT/encoder. nn.MultiheadAttention head pooling reduces to SDPA.
siglip2,siglip2/modeling_siglip2.py,Siglip2ForImageClassification;Siglip2Model;Siglip2PreTrainedModel;Siglip2TextModel;Siglip2VisionModel,multimodal,CLIP-like vision-text encoder v2,kb_nano_l4,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;log_sigmoid->tasks/baseline/L1/log_sigmoid.py:LogSigmoid;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_siglip2.py:121;modeling_siglip2.py:359;modeling_siglip2.py:ACT2FN['__dynamic__'],L4 pipeline tasks/baseline/L4/siglip2.py exists.
slanet,slanet/modeling_slanet.py,SLANetBackbone;SLANetForTableRecognition;SLANetPreTrainedModel;SLANetSLAHead,vision,table structure recognition (PP-StructureV2),composable,linear->tasks/baseline/L1/linear.py:Linear;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;tanh->tasks/baseline/L1/tanh.py:Tanh;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot,,modeling_slanet.py:96;modeling_slanet.py:202;modeling_slanet.py:ACT2FN['__dynamic__'],CSP backbone + decoder; standard CNN ops + Linear/MatMul. Uses upsample (=interpolate).
slanext,slanext/modeling_slanext.py,SLANeXtBackbone;SLANeXtForTableRecognition;SLANeXtPreTrainedModel;SLANeXtSLAHead;SLANeXtVisionEncoder,vision,SLA-Next table recognition,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;tanh->tasks/baseline/L1/tanh.py:Tanh;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_slanext.py:59;modeling_slanext.py:286;modeling_slanext.py:405,Successor to SLANet; standard CNN+transformer primitives.
smollm3,smollm3/modeling_smollm3.py,SmolLM3ForCausalLM;SmolLM3ForQuestionAnswering;SmolLM3ForSequenceClassification;SmolLM3ForTokenClassification;SmolLM3Model;SmolLM3PreTrainedModel,text,decoder-only LLM,composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_smollm3.py:198;modeling_smollm3.py:ACT2FN['__dynamic__'];modeling_smollm3.py:403,Llama-style; standard decoder-only primitives.
smolvlm,smolvlm/modeling_smolvlm.py,SmolVLMForConditionalGeneration;SmolVLMModel;SmolVLMPreTrainedModel;SmolVLMVisionTransformer,multimodal,small vision-language model,composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_smolvlm.py:178;modeling_smolvlm.py:240;modeling_smolvlm.py:79,Vision encoder + text decoder; standard primitives.
solar_open,solar_open/modeling_solar_open.py,SolarOpenForCausalLM;SolarOpenModel;SolarOpenPreTrainedModel,text,decoder-only LLM (Solar),composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_solar_open.py:97;modeling_solar_open.py:ACT2FN['__dynamic__'];modeling_solar_open.py:520,Llama-style decoder-only; standard primitives.
speech_encoder_decoder,speech_encoder_decoder/modeling_speech_encoder_decoder.py,SpeechEncoderDecoderModel,audio+text,wrapper (encoder + decoder composer),composable,linear->tasks/baseline/L1/linear.py:Linear,,modeling_speech_encoder_decoder.py:138,Trivial wrapper that composes any speech encoder + any text decoder via shared Linear projection. Coverage depends on the underlying components.
speech_to_text,speech_to_text/modeling_speech_to_text.py,Speech2TextDecoder;Speech2TextEncoder;Speech2TextForConditionalGeneration;Speech2TextModel;Speech2TextPreTrainedModel,audio+text,speech-to-text encoder-decoder (Conv1d + Transformer),composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache,,modeling_speech_to_text.py:233;modeling_speech_to_text.py:326;modeling_speech_to_text.py:84,Conv1d audio frontend + standard encoder-decoder transformer with sinusoidal positions and EncoderDecoderCache.
speecht5,speecht5/modeling_speecht5.py,SpeechT5Decoder;SpeechT5DecoderWithSpeechPrenet;SpeechT5DecoderWithTextPrenet;SpeechT5DecoderWithoutPrenet;SpeechT5Encoder;SpeechT5EncoderWithSpeechPrenet;SpeechT5EncoderWithTextPrenet;SpeechT5EncoderWithoutPrenet;SpeechT5ForSpeechToSpeech;SpeechT5ForSpeechToText;SpeechT5ForTextToSpeech;SpeechT5HifiGan;SpeechT5Model;SpeechT5PreTrainedModel,audio+text,speech encoder-decoder + HiFi-GAN vocoder,partial,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;batch_matmul->tasks/baseline/L1/bmm.py:BatchMatMul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;relu->tasks/baseline/L1/relu.py:ReLU,conv_transpose1d(no L1 conv_transpose1d (torch.nn fallback));leaky_relu(no L1 leaky_relu (torch fallback));batch_norm_1d(no L1 batch_norm_1d (torch.nn fallback)),modeling_speecht5.py:502;modeling_speecht5.py:245;modeling_speecht5.py:216,HiFi-GAN vocoder uses conv_transpose1d + leaky_relu + batch_norm_1d (no L1 kernels). Text/speech transformer paths are composable.
splinter,splinter/modeling_splinter.py,SplinterForPreTraining;SplinterForQuestionAnswering;SplinterModel;SplinterPreTrainedModel,text,encoder (BERT-like for QA),composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_splinter.py:127;modeling_splinter.py:48;modeling_splinter.py:ACT2FN['__dynamic__'],BERT-style encoder + question-aware span prediction head; standard primitives.
squeezebert,squeezebert/modeling_squeezebert.py,SqueezeBertForMaskedLM;SqueezeBertForMultipleChoice;SqueezeBertForQuestionAnswering;SqueezeBertForSequenceClassification;SqueezeBertForTokenClassification;SqueezeBertModel;SqueezeBertPreTrainedModel,text,encoder (grouped-conv1d substitution for Linear),composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;tanh->tasks/baseline/L1/tanh.py:Tanh;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_squeezebert.py:344;modeling_squeezebert.py:53;modeling_squeezebert.py:130,Replaces Linear with grouped Conv1d but kb-nano Conv1d supports groups; standard otherwise.
stablelm,stablelm/modeling_stablelm.py,StableLmForCausalLM;StableLmForSequenceClassification;StableLmForTokenClassification;StableLmModel;StableLmPreTrainedModel,text,decoder-only LLM,composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_stablelm.py:165;modeling_stablelm.py:345;modeling_stablelm.py:ACT2FN['__dynamic__'],StableLM decoder-only with RoPE + LayerNorm + SDPA + KV cache.
starcoder2,starcoder2/modeling_starcoder2.py,Starcoder2ForCausalLM;Starcoder2ForSequenceClassification;Starcoder2ForTokenClassification;Starcoder2Model;Starcoder2PreTrainedModel,text,decoder-only LLM (code),composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_starcoder2.py:57;modeling_starcoder2.py:211;modeling_starcoder2.py:ACT2FN['__dynamic__'],Llama-style decoder-only with LayerNorm; standard primitives.
superglue,superglue/modeling_superglue.py,SuperGlueForKeypointMatching;SuperGluePreTrainedModel,vision,feature matcher,partial,linear->tasks/baseline/L1/linear.py:Linear;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;relu->tasks/baseline/L1/relu.py:ReLU;dropout->tasks/baseline/L1/dropout.py:Dropout,batch_norm_1d(no L1 batch_norm_1d (torch.nn fallback)),modeling_superglue.py:191;modeling_superglue.py:192;modeling_superglue.py:123,Uses batch_norm_1d (no L1 kernel; torch.nn fallback) inside KeypointEncoder. Sinkhorn iterations use logsumexp/log/exp (passthrough). Attention is standard SDPA.
superpoint,superpoint/modeling_superpoint.py,SuperPointForKeypointDetection;SuperPointPreTrainedModel,vision,keypoint detector + descriptor,partial,softmax->tasks/baseline/L1/softmax.py:Softmax;relu->tasks/baseline/L1/relu.py:ReLU;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;max_pool_2d->tasks/baseline/L1/max_pool2d.py:MaxPool2d,grid_sample(no L1 grid_sample; torch.nn.functional fallback - composed inside L1 deformable_attention only),modeling_superpoint.py:115;modeling_superpoint.py:122;modeling_superpoint.py:208,Uses standalone F.grid_sample for descriptor sampling at modeling_superpoint.py:315 (no L1 grid_sample kernel; torch.nn.functional fallback).
swiftformer,swiftformer/modeling_swiftformer.py,SwiftFormerForImageClassification;SwiftFormerModel;SwiftFormerPreTrainedModel,vision,efficient image transformer (CNN-Transformer hybrid),composable,linear->tasks/baseline/L1/linear.py:Linear;softmax->tasks/baseline/L1/softmax.py:Softmax;gelu->tasks/baseline/L1/gelu.py:GELU;relu->tasks/baseline/L1/relu.py:ReLU;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_swiftformer.py:196;modeling_swiftformer.py:114;modeling_swiftformer.py:115,Conv2d + BatchNorm2d + GELU + softmax-based efficient attention; all primitives in L1.
swin2sr,swin2sr/modeling_swin2sr.py,Swin2SRForImageSuperResolution;Swin2SRModel;Swin2SRPreTrainedModel,vision,super-resolution Swin transformer,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;relu->tasks/baseline/L1/relu.py:ReLU;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate,leaky_relu(no L1 leaky_relu (torch fallback)),modeling_swin2sr.py:191;modeling_swin2sr.py:456;modeling_swin2sr.py:144,Uses leaky_relu (no L1 kernel; torch fallback) in residual blocks. Window attention + pixel_shuffle otherwise composable.
swinv2,swinv2/modeling_swinv2.py,Swinv2Backbone;Swinv2ForImageClassification;Swinv2ForMaskedImageModeling;Swinv2Model;Swinv2PreTrainedModel,vision,windowed vision transformer v2,kb_nano_l4,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;relu->tasks/baseline/L1/relu.py:ReLU;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate,adaptive_avg_pool_1d(no L1 adaptive_avg_pool_1d (torch.nn fallback)),modeling_swinv2.py:354;modeling_swinv2.py:219;modeling_swinv2.py:314,L4 pipeline tasks/baseline/L4/swinv2.py covers SwinV2.
switch_transformers,switch_transformers/modeling_switch_transformers.py,SwitchTransformersEncoderModel;SwitchTransformersForConditionalGeneration;SwitchTransformersModel;SwitchTransformersPreTrainedModel;SwitchTransformersStack,text,sparse MoE encoder-decoder (T5-like),composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache;dropout->tasks/baseline/L1/dropout.py:Dropout;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot,,modeling_switch_transformers.py:66;modeling_switch_transformers.py:286;modeling_switch_transformers.py:ACT2FN['__dynamic__'],T5 ops + sparse top-1 router. kb-nano L1 has T5LayerNorm; routing uses softmax + topk + scatter (passthrough).
t5,t5/modeling_t5.py,T5EncoderModel;T5ForConditionalGeneration;T5ForQuestionAnswering;T5ForSequenceClassification;T5ForTokenClassification;T5Model;T5PreTrainedModel;T5Stack,text,encoder-decoder (T5),kb_nano_l4,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;tanh->tasks/baseline/L1/tanh.py:Tanh;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache;dropout->tasks/baseline/L1/dropout.py:Dropout,,modeling_t5.py:74;modeling_t5.py:201;modeling_t5.py:ACT2FN['__dynamic__'],L4 pipeline tasks/baseline/L4/t5_encoder.py covers the encoder; full encoder-decoder T5 not yet an L4 but all ops covered. Marking kb_nano_l4 for the encoder variant; decoder is composable from same primitives + EncoderDecoderCache.
t5gemma,t5gemma/modeling_t5gemma.py,T5GemmaDecoder;T5GemmaEncoder;T5GemmaEncoderModel;T5GemmaForConditionalGeneration;T5GemmaForSequenceClassification;T5GemmaForTokenClassification;T5GemmaModel;T5GemmaPreTrainedModel,text,T5-style encoder-decoder with Gemma decoder,composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;tanh->tasks/baseline/L1/tanh.py:Tanh;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache,,modeling_t5gemma.py:86;modeling_t5gemma.py:ACT2FN['__dynamic__'];modeling_t5gemma.py:682,T5 encoder + Gemma-style decoder with RoPE; all primitives in L1.
t5gemma2,t5gemma2/modeling_t5gemma2.py,T5Gemma2Decoder;T5Gemma2Encoder;T5Gemma2ForConditionalGeneration;T5Gemma2ForSequenceClassification;T5Gemma2ForTokenClassification;T5Gemma2Model;T5Gemma2PreTrainedModel;T5Gemma2TextEncoder,text,T5Gemma v2,composable,linear->tasks/baseline/L1/linear.py:Linear;softmax->tasks/baseline/L1/softmax.py:Softmax;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;tanh->tasks/baseline/L1/tanh.py:Tanh;avg_pool_2d->tasks/baseline/L1/avg_pool2d.py:AvgPool2d;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache,,modeling_t5gemma2.py:81;modeling_t5gemma2.py:ACT2FN['__dynamic__'];modeling_t5gemma2.py:1465,T5Gemma2 variant; uses avg_pool_2d in addition. All primitives in L1.
